CryoSleep,HomePlanet_Earth,HomePlanet_Europa,Cabin_deck_B,Cabin_deck_C,Cabin_side_P,RoomService,Spa,VRDeck,spending_Categ_Low,spending_Categ_Medium,spending_Categ_High,Transported
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,0.0,287.0,False,True,False,False
False,True,False,False,False,True,30.0,0.0,6.0,False,True,False,True
False,True,False,False,False,False,662.0,0.0,9.0,False,True,False,False
False,True,False,False,False,True,0.0,1.0,0.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,399.0,771.0,0.0,False,True,False,False
False,True,False,False,False,True,6.0,0.0,2.0,False,True,False,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,785.0,19.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,1.0,23.0,False,True,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,2.0,0.0,22.0,False,True,False,True
False,False,False,False,False,False,162.0,0.0,1.0,False,True,False,True
False,False,True,False,True,True,281.0,0.0,4724.0,False,False,True,False
False,False,True,False,True,True,0.0,1528.0,1119.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,True,0.0,0.0,642.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,16.0,712.0,149.0,False,True,False,False
False,True,False,False,False,True,0.0,1739.0,13.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,2.0,0.0,907.0,False,True,False,True
False,False,False,False,False,False,1430.0,0.0,423.0,False,True,False,False
False,False,True,False,False,True,0.0,56.0,327.0,False,False,True,True
False,False,False,False,False,False,583.0,0.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,12.0,0.0,1963.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,668.0,2713.0,False,False,True,False
False,True,False,False,False,True,0.0,326.0,0.0,False,True,False,True
False,False,True,False,True,False,0.0,3615.0,163.0,False,False,True,False
False,False,True,False,True,False,167.0,283.0,650.0,False,False,True,True
False,True,False,False,False,False,177.0,0.0,448.0,False,True,False,False
False,False,True,False,False,False,1289.0,4996.0,729.0,False,False,True,False
False,False,True,False,False,False,9.0,0.0,16.0,False,False,True,True
False,True,False,False,False,False,270.0,25.0,343.0,False,True,False,False
False,True,False,False,False,True,430.0,52.0,61.0,False,True,False,False
False,True,False,False,False,True,8.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,0.0,35.0,769.0,False,True,False,False
False,True,False,False,False,False,121.0,68.0,506.0,False,True,False,False
False,False,True,False,False,True,19.0,4759.0,6007.0,False,False,True,False
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,6202.0,99.0,False,False,True,False
False,False,True,False,False,False,51.0,20.0,397.0,False,False,True,True
False,False,True,False,False,False,0.0,152.0,556.0,False,True,False,True
False,True,False,False,False,False,0.0,0.0,1.0,False,True,False,True
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,51.0,368.0,509.0,False,True,False,True
False,True,False,False,False,True,0.0,0.0,549.0,False,True,False,False
False,True,False,False,False,True,8.0,0.0,12.0,False,True,False,True
False,True,False,False,False,True,356.0,245.0,0.0,False,True,False,False
False,False,False,False,False,False,29.0,0.0,1.0,False,True,False,True
False,False,False,False,False,False,546.0,710.0,0.0,False,True,False,False
False,False,False,False,False,False,6726.0,1266.0,0.0,False,False,True,False
False,False,False,False,False,False,1751.0,0.0,0.0,False,True,False,False
False,False,False,False,False,False,2300.0,256.0,0.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,13.0,1344.0,False,True,False,False
False,False,False,False,False,False,216.0,594.0,0.0,False,True,False,False
False,False,False,False,False,False,1624.0,0.0,0.0,False,True,False,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,10.0,0.0,0.0,False,True,False,True
False,True,False,False,False,False,0.0,3.0,5.0,False,True,False,True
False,False,True,False,True,False,63.0,2624.0,4538.0,False,False,True,False
False,True,False,False,False,False,776.0,0.0,23.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,1.0,4926.0,1.0,False,False,True,False
False,True,False,False,False,True,235.0,650.0,0.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,True,600.0,0.0,1.0,False,True,False,False
False,False,False,False,False,True,860.0,1415.0,0.0,False,True,False,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,False,True,False,False,False,0.0,13036.0,267.0,False,False,True,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,False,0.0,0.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,770.0,40.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,80.0,826.0,False,True,False,False
False,True,False,False,False,False,717.0,0.0,0.0,False,True,False,False
False,True,False,False,False,True,721.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,624.0,0.0,185.0,False,True,False,False
False,True,False,False,False,True,736.0,20.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,10.0,176.0,False,True,False,False
False,True,False,False,False,True,0.0,91.0,900.0,False,True,False,False
False,False,False,False,False,False,1054.0,85.0,0.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,1146.0,0.0,3.0,False,True,False,False
False,True,False,False,False,True,75.0,1545.0,0.0,False,True,False,False
False,True,False,False,False,True,426.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,2.0,868.0,28.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,0.0,0.0,0.0,False,True,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,1234.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,0.0,0.0,False,True,False,False
False,False,False,False,False,False,1146.0,0.0,105.0,False,True,False,True
False,True,False,False,False,False,579.0,1.0,7.0,False,True,False,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,2138.0,659.0,0.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,78.0,550.0,0.0,False,True,False,False
False,True,False,False,False,False,651.0,849.0,2.0,False,True,False,False
False,True,False,False,False,False,0.0,45.0,0.0,False,True,False,True
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,745.0,22.0,False,True,False,False
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,38.0,0.0,0.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,212.0,0.0,13.0,False,True,False,False
False,True,False,False,False,True,388.0,409.0,0.0,False,True,False,False
False,True,False,False,False,True,2.0,5577.0,68.0,False,False,True,False
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,False,437.0,4488.0,281.0,False,False,True,False
False,True,False,False,False,False,1.0,318.0,247.0,False,True,False,False
False,False,True,True,False,True,46.0,995.0,1254.0,False,False,True,False
False,False,False,False,False,False,607.0,334.0,251.0,False,True,False,False
False,False,False,False,False,False,938.0,12.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,1149.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,207.0,63.0,False,True,False,False
False,True,False,False,False,True,0.0,628.0,0.0,False,True,False,False
False,True,False,False,False,False,1750.0,0.0,76.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,0.0,70.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,646.0,5.0,False,True,False,True
False,False,True,True,False,True,0.0,4027.0,1440.0,False,False,True,False
False,False,True,True,False,True,26.0,102.0,0.0,False,False,True,True
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,True,0.0,2677.0,283.0,False,False,True,False
False,True,False,False,False,False,0.0,0.0,68.0,False,True,False,True
False,False,False,False,False,True,1443.0,0.0,0.0,False,True,False,False
False,False,True,False,False,False,0.0,1051.0,0.0,False,False,True,True
False,False,False,False,False,True,1671.0,0.0,0.0,False,True,False,False
False,False,False,False,False,False,2019.0,0.0,0.0,False,True,False,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,602.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,72.0,False,True,False,False
False,True,False,False,False,False,546.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,1356.0,13.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,0.0,380.0,0.0,False,True,False,True
False,True,False,False,False,True,0.0,2170.0,0.0,False,True,False,False
False,False,True,False,False,False,0.0,1257.0,6.0,False,False,True,True
False,False,True,False,False,False,2.0,6.0,198.0,False,True,False,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,False,0.0,698.0,72.0,False,False,True,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,0.0,2.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,252.0,570.0,False,True,False,False
False,True,False,False,False,False,0.0,204.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,False,1172.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,48.0,26.0,154.0,False,True,False,False
False,False,False,False,False,False,2.0,510.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,1.0,3.0,False,True,False,False
False,True,False,False,False,False,0.0,140.0,0.0,False,True,False,False
False,True,False,False,False,True,9.0,2.0,878.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,True,552.0,5.0,0.0,False,True,False,False
False,False,False,False,False,True,21.0,0.0,0.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,2538.0,0.0,0.0,False,True,False,False
False,True,False,False,False,True,203.0,0.0,0.0,False,True,False,False
False,False,True,False,True,False,0.0,3733.0,99.0,False,False,True,True
True,False,True,False,True,False,0.0,0.0,0.0,True,False,False,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,93.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,485.0,0.0,1.0,False,True,False,False
False,True,False,False,False,True,38.0,47.0,121.0,False,True,False,True
False,False,True,False,False,False,320.0,4996.0,85.0,False,False,True,False
False,False,True,False,False,False,2.0,2.0,1153.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,960.0,False,True,False,False
False,True,False,False,False,False,701.0,8.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,702.0,1.0,False,True,False,False
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,80.0,654.0,False,False,True,True
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,485.0,48.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,772.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,868.0,False,True,False,True
False,False,False,False,False,True,616.0,210.0,475.0,False,True,False,False
False,False,False,False,False,False,2318.0,81.0,0.0,False,False,True,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,171.0,5.0,0.0,False,True,False,True
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,10.0,778.0,False,True,False,False
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,241.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,26.0,0.0,0.0,False,True,False,False
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,False,0.0,85.0,3970.0,False,False,True,False
False,False,True,True,False,False,20.0,0.0,11643.0,False,False,True,False
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,0.0,378.0,False,True,False,False
False,False,False,False,False,True,262.0,4225.0,0.0,False,False,True,False
False,True,False,False,False,True,0.0,219.0,0.0,False,True,False,False
False,True,False,False,False,False,12.0,58.0,0.0,False,True,False,False
False,False,False,False,False,True,20.0,20.0,0.0,False,True,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,3.0,8.0,277.0,False,True,False,False
False,True,False,False,False,False,426.0,0.0,568.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,1769.0,False,False,True,False
False,True,False,False,False,True,0.0,360.0,258.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,270.0,0.0,5.0,False,True,False,False
False,False,False,False,False,False,174.0,0.0,62.0,False,True,False,False
False,False,True,False,True,True,0.0,0.0,8195.0,False,False,True,False
False,False,True,False,True,True,0.0,3028.0,3768.0,False,False,True,False
False,True,False,False,False,False,1010.0,10.0,0.0,False,True,False,True
False,True,False,False,False,False,1508.0,1.0,0.0,False,True,False,False
False,True,False,False,False,False,1367.0,0.0,0.0,False,True,False,False
False,False,True,False,False,True,0.0,4463.0,34.0,False,False,True,False
False,False,False,False,False,True,1377.0,22.0,0.0,False,True,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,676.0,2924.0,False,False,True,False
False,False,True,False,True,True,0.0,75.0,0.0,False,False,True,True
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,1320.0,24.0,0.0,False,True,False,False
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,False,9.0,1249.0,168.0,False,False,True,False
False,False,True,False,False,False,0.0,9124.0,4.0,False,False,True,False
False,False,True,False,False,False,0.0,599.0,6.0,False,False,True,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,True,0.0,4085.0,11.0,False,False,True,False
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,66.0,84.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,True,1365.0,210.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,454.0,0.0,False,True,False,False
False,True,False,False,False,True,128.0,0.0,5.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,0.0,21.0,23.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,False,True,True,False,True,0.0,892.0,2.0,False,False,True,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,556.0,1589.0,0.0,False,True,False,False
False,False,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,False,1409.0,1452.0,3782.0,False,False,True,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,14.0,857.0,0.0,False,True,False,False
False,False,False,False,False,True,1290.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,613.0,0.0,0.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,1.0,605.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,False,True,False,False,False,0.0,1418.0,1239.0,False,False,True,False
False,True,False,False,False,False,0.0,0.0,185.0,False,True,False,False
False,True,False,False,False,False,27.0,0.0,0.0,False,False,True,True
False,True,False,False,False,False,880.0,0.0,0.0,False,True,False,False
False,False,False,False,False,False,773.0,6.0,0.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,215.0,0.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,0.0,0.0,False,True,False,True
False,False,True,False,True,False,2416.0,1.0,462.0,False,False,True,True
False,True,False,False,False,True,0.0,864.0,33.0,False,True,False,True
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,644.0,0.0,False,True,False,False
False,False,False,False,False,True,579.0,0.0,108.0,False,True,False,False
False,True,False,False,False,True,3.0,0.0,40.0,False,True,False,False
False,False,True,False,False,False,0.0,7818.0,96.0,False,False,True,False
False,False,False,False,False,False,464.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,0.0,94.0,0.0,False,True,False,True
False,True,False,False,False,False,0.0,0.0,673.0,False,True,False,False
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,194.0,0.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,1324.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,1773.0,0.0,3.0,False,True,False,False
False,True,False,False,False,True,0.0,690.0,490.0,False,True,False,True
False,True,False,False,False,False,0.0,676.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,59.0,4120.0,False,False,True,False
False,True,False,False,False,True,768.0,1.0,0.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,712.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,287.0,781.0,False,True,False,False
False,True,False,False,False,False,854.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,5.0,False,True,False,False
False,False,False,False,False,False,854.0,0.0,0.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,7.0,877.0,0.0,False,True,False,False
False,False,True,False,True,False,0.0,2650.0,1561.0,False,False,True,False
True,False,True,False,True,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,False,828.0,47.0,1171.0,False,False,True,True
True,False,False,False,True,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,292.0,0.0,3.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,19.0,0.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,True,0.0,3133.0,2447.0,False,False,True,False
False,True,False,False,False,False,9.0,0.0,729.0,False,True,False,False
False,True,False,False,False,True,11.0,836.0,9.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,34.0,0.0,0.0,False,True,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,112.0,0.0,606.0,False,True,False,False
False,True,False,False,False,True,0.0,566.0,208.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,0.0,False,True,False,False
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,4.0,0.0,2757.0,False,True,False,False
False,True,False,False,False,True,759.0,0.0,40.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,227.0,0.0,0.0,False,True,False,True
False,True,False,False,False,False,0.0,0.0,372.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,1458.0,0.0,0.0,False,True,False,False
False,True,False,False,False,True,6.0,448.0,54.0,False,True,False,False
False,True,False,False,False,False,602.0,89.0,69.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,94.0,False,True,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,526.0,161.0,0.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,157.0,644.0,False,True,False,False
False,False,False,False,False,False,554.0,0.0,275.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,31.0,0.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,58.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,897.0,0.0,False,True,False,False
False,False,False,False,False,False,999.0,0.0,11.0,False,True,False,False
False,True,False,False,False,False,139.0,567.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,543.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,94.0,364.0,False,True,False,False
False,True,False,False,False,False,756.0,0.0,0.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,3573.0,3643.0,False,False,True,False
False,True,False,False,False,True,0.0,0.0,1264.0,False,True,False,False
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
True,False,True,False,True,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,682.0,0.0,17.0,False,True,False,False
False,True,False,False,False,False,2594.0,0.0,0.0,False,True,False,False
False,True,False,False,False,True,552.0,0.0,1.0,False,True,False,False
False,True,False,False,False,True,584.0,0.0,621.0,False,True,False,False
False,False,False,False,False,False,4483.0,0.0,500.0,False,False,True,False
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,2.0,0.0,1391.0,False,False,True,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,64.0,660.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,33.0,619.0,False,True,False,False
False,True,False,False,False,False,148.0,808.0,0.0,False,True,False,False
True,False,True,False,True,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,272.0,1064.0,418.0,False,True,False,False
False,True,False,False,False,False,873.0,0.0,3.0,False,True,False,False
False,False,False,False,False,True,311.0,232.0,0.0,False,True,False,False
False,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,0.0,481.0,2.0,False,True,False,False
False,True,False,False,False,True,0.0,541.0,238.0,False,True,False,False
False,False,False,False,False,True,0.0,11001.0,5.0,False,False,True,False
